Summary at end of file
----------------------------------------------------------------------
Bucket	Keys
16912	MAGETTE
16913	VALLOT; OVERBAY
16914	RAMELLI
16915	EMPTY
16916	SENDER; VALLOW
16917	EMPTY
16918	NADEAU
16919	BARTOSCH
16920	ROBERS
16921	ROBERT
16922	EMPTY
16923	EMPTY
16924	KIVELA; SEIGFRIED
16925	SWABB; FORTINI; LAGUNAS
16926	OSDEN
16927	DIMEGLIO
16928	SWABE; GREMILLION
16929	KLARICH
16930	EMPTY
16931	ELDRINGHOFF; FORTINO
16932	EMPTY
16933	EMPTY
16934	MEINEKE
16935	RIGNEY
16936	TVEDT
16937	EMPTY
16938	KAYASTHA; LOLLING
16939	BOWAN
16940	EMPTY
16941	EMPTY
16942	WARHOLIC
16943	BOWAR; KESLING; LAFEVERS
16944	SCHONE
16945	HIPPENSTEEL
16946	MCINTURFF
16947	BREST
16948	SWABY
16949	KROELLS; GANGA
16950	MCAVOY
16951	GRANDON
16952	RILLIE; DECKER
16953	HOLIAN; GANGE
16954	STOEBNER
16955	IMBODEN
16956	GRANDOS; SHULSE; BELONGIA
16957	GANGI
16958	SCHONS
16959	WIUFF; BALDREE
16960	SCHULIST; BELONGIE; GANGL
16961	EMPTY
16962	EMPTY
16963	EMPTY
16964	CASTANIO; BRAFFORD; GAYHART; HUBBLE
16965	EMPTY
16966	EMPTY
16967	DOGGETT
16968	VOOGD; BRETH
16969	SOTOS
16970	EMPTY
16971	LIESKE
16972	BRETL; JENQUIN; PERTUIT
16973	EMPTY
16974	EMPTY
16975	SPINAR; ROBINETTE
16976	SPINAS
16977	EMPTY
16978	SCHOEPF; SCHOOF
16979	BALDREY; WALLGREN
16980	BRETT
16981	EMPTY
16982	ASARO
16983	SCHOOK
16984	SCHOOL
16985	DREGRICH
16986	TIZON; SCHOON; NEESON; NOBBE; BRETZ
16987	DELLASANTA; GADBAW
16988	MOLANDS; SLOMKA; SCHOEPP
16989	SHULTE; BAHOORA
16990	BASTURA; FARESE; RAVEL; PIQUETTE
16991	MARCHESKI
16992	RAVEN
16993	EMPTY
16994	ANTOSH; SWADE; BROGAN; ROUSSEAU
16995	EMPTY
16996	PROMER; RAVER
16997	EMPTY
16998	MINEHAN
16999	EMPTY
17000	EMPTY
17001	EMPTY
17002	EMPTY
17003	MCLAURINE; SHULTS
17004	EMPTY
17005	CALIFANO
17006	DZIUBA; HOLST
17007	EMPTY
17008	EMPTY
17009	EMPTY
17010	OLAH; SHULTZ
17011	SIMPLICIANO; SEIFER
17012	RUMBOLD; MONTEAGUDO
17013	MICHELOTTI
17014	MEVERS; VANDERCOOK
17015	MADEWELL
17016	OLAN
17017	EMPTY
17018	SABATASO; MALAHAN
17019	GANIE
17020	GILLOGLY
17021	SCHOPP
17022	EMPTY
17023	SHINNICK; WEISHAR; SCARSELLA
17024	HOLTE; WESTERMAN
17025	OVERBEE; SCHOLTEN
17026	HYSQUIERDO; WEISSE; ROSEBAUGH
17027	OLAY; LIMKE; GANIM
17028	GANIN; LIPSITZ; RUMBOLT
17029	EMPTY
17030	CATENACCIO; SCHOLTES
17031	BIRELY
17032	HYRKAS
17033	GANIS; WRIGHTSEL; EBERLEY
17034	EMPTY
17035	EMPTY
17036	FREEBURG
17037	BOEHMKE; VESCO
17038	BRUNMEIER; HOLTS
17039	EMPTY
17040	EMPTY
17041	BREVO
17042	EMPTY
17043	FREEBURN
17044	EMPTY
17045	CLENDENON; OVERBEY; HOLTZ
17046	MCNAIL; AGUILAR
17047	EDGMON
17048	GANJA; ASATO; BRINEGAR
17049	STRICK; LAMPERT
17050	BLASKOVICH; DUMAINE
17051	EMPTY
17052	MCNAIR
17053	EMPTY
17054	HOLUB
17055	BRANNING; STRUB
17056	GANJI
17057	EMPTY
17058	MELINE
17059	DONKIN
17060	LIMLE; NUNMAKER; MELING
17061	FORMENTO
17062	KANEHOLANI
17063	EMPTY
17064	EDELMAN
17065	EMPTY
17066	STRUM
17067	BUTZLAFF
17068	MELINO; CLANCE
17069	FERRAIZ
17070	FUPOCYUPANQUI
17071	TUTSON; BOWEN
17072	BICKEL
17073	HUENINK
17074	EMPTY
17075	BOWER
17076	STRIDE; BOWES
17077	PUNDSACK; LABOMBARD
17078	BICKER; PIRAINO
17079	BICKES
17080	BICKET
17081	DASSO; MARSEGLIA; BERISHA
17082	MAJMUNDAR; BOWEY; HEPPE
17083	MOFIELD; NIGHTINGALE
17084	MASCARENA; MCCATHERN; SMEAD
17085	HOLIEN; SCHORN
17086	EMPTY
17087	RESTIVO
17088	KILICHOWSKI; CLANCY
17089	SCHORR
17090	EMPTY
17091	MARZIGLIANO; ZIPAY
17092	NOBEL; SMEAL; COTTRELL
17093	EMPTY
17094	EMBLY
17095	EMPTY
17096	EMPTY
17097	EMPTY
17098	EMPTY
17099	PROENZA; STUCKEMEYER
17100	EMPTY
17101	EMPTY
17102	GIANNECCHINI
17103	EMPTY
17104	DASTE; BODENHEIMER; KOSLOW
17105	FARGNOLI
17106	OLDE; BERTSCHE
17107	SELVESTER
17108	EMPTY
17109	EMPTY
17110	DETTMANN; STRIEF
17111	NYPAVER
17112	HIMMONS
17113	HASTEN; VESEY
17114	SPINEY
17115	EMPTY
17116	MCQUIDDY; TORNOW
17117	EMPTY
17118	EMPTY
17119	EMPTY
17120	BARTOSIK; OLDS
17121	EMPTY
17122	EMPTY
17123	EMPTY
17124	HOVELL
17125	EMPTY
17126	BERTSCHY
17127	DIMOULAKIS
17128	EMPTY
17129	GALLAGA
17130	DELINOIS; SOTTO
17131	EMPTY
17132	EMPTY
17133	EMPTY
17134	EMPTY
17135	SVEDINE; JORDAHL; OLEA
17136	OSULLIVAN
17137	EMPTY
17138	SMEBY; ARMBRUST; PORTNER
17139	EMPTY
17140	EMPTY
17141	ALQUISIRA; COBERLEY
17142	BRUMBLEY; STRIFE
17143	EMPTY
17144	DOXBECK; WORDEN
17145	PORTNEY
17146	EMPTY
17147	EMPTY
17148	OLEN
17149	DONKLE
17150	EMPTY
17151	PROTICH
17152	OLER
17153	PRENGER; OLES
17154	FERRALL; FREEDLAND; KAARLELA; EBERLIN; DAHLHEIMER
17155	NICARRY; APSEY
17156	EMPTY
17157	SMECK; BERDUGO; MOULTRIE; SCHOTT
17158	CRITTENDEN
17159	OLEY
17160	EMPTY
17161	KRUEBBE; CASTANON
17162	EMPTY
17163	EMPTY
17164	EMPTY
17165	PORADA
17166	ROBEZA
17167	SWAIM
17168	GUSTINE; LIMON; SWAIN
17169	HAMMACHER
17170	AKINYOOYE
17171	EMPTY
17172	EMPTY
17173	EMPTY
17174	SWAIT
17175	GANTERT; QUINLAN
17176	ROUTZEN
17177	EMPTY
17178	AGUILER; SALWAY
17179	PADEKEN; LEICHT; MEINERS
17180	MEINERT
17181	EMPTY
17182	EMPTY
17183	EMPTY
17184	LADEBAUCHE; CONNLEY; BORGMEYER; DULAC
17185	OHAGAN
17186	EMPTY
17187	YOUNGBLUT; MAHLUM
17188	PETRILLA; JERNIGAN
17189	EMPTY
17190	MILBOURNE
17191	EMPTY
17192	LOMBARDINO; DULAK
17193	THANGAVELU
17194	BOWIE
17195	DULAN
17196	PETRILLI; DEREUS
17197	FRUGOLI
17198	GANNS
17199	DULAR; ROCKHILL
17200	POORTE
17201	EMPTY
17202	VOONG; PETRILLO
17203	BOWIN
17204	EMPTY
17205	EMPTY
17206	PASSLEY; DULAY
17207	GARTENHAUS; ENGELSMAN; SANDMEIER; KIVETT; HANDLER
17208	CORRICE; SCHOEWE
17209	TABORDA
17210	EMPTY
17211	EMPTY
17212	FERRAND
17213	EMPTY
17214	CORRICK; HANDLEY
17215	EMPTY
17216	EMPTY
17217	GANOE
17218	EMPTY
17219	HANVEY
17220	EMPTY
17221	EMPTY
17222	HOLZE; GOFTON
17223	DISTAD
17224	MCNANY
17225	EMPTY
17226	MELISH; HAGERTY
17227	SCHARBACH
17228	CHEVERE
17229	JUART; ROSENFELDT
17230	EMPTY
17231	NOBIS; SANDELIUS
17232	EMPTY
17233	HIGHTOWER
17234	EMPTY
17235	STANIFER
17236	HASTIE
17237	BULSON
17238	SIMCIC; RAGAIN
17239	EMPTY
17240	EMPTY
17241	EMPTY
17242	LAKHANI
17243	LAVEZZO; FESTER
17244	KRYSTOFIAK
17245	SWEATFIELD; HASTIN
17246	LUSHBAUGH; HERSCH
17247	PENNICK
17248	EMPTY
17249	EMPTY
17250	WILKERSON
17251	MARCHESANO
17252	FATULA
17253	BRIDSON
17254	VARUZZO; MARMION
17255	EMPTY
17256	EMPTY
17257	DULBERG
17258	SWARTWOOD
17259	CARPEN
17260	EMPTY
17261	DONKOR
17262	EMPTY
17263	CARPER
17264	BRECEDA
17265	EMPTY
17266	MELITO
17267	EMPTY
17268	EMPTY
17269	BEGUELIN; FAYSON
17270	EMPTY
17271	EMPTY
17272	NADELL
17273	MCCULLICK
17274	EMPTY
17275	CLANIN
17276	ANDERMAN
17277	EMPTY
17278	CIRULLO
17279	BECENTI
17280	OLIN
17281	TILBURY
17282	EMPTY
17283	EMPTY
17284	STINETT
17285	OLIS
17286	EMPTY
17287	MERCANTE
17288	ICKERT; SPINKA; BERNATOWICZ
17289	EMPTY
17290	MUSCHAWECK; DEJAEGER
17291	EMPTY
17292	CLAYCAMP; LINKERT; EMBRY
17293	BOWLE
17294	EMPTY
17295	EMPTY
17296	BICKLE
17297	EMPTY
17298	EMPTY
17299	SWAMM
17300	EMPTY
17301	EMPTY
17302	DESADIER; SWAMP
17303	MELIUS
17304	BUSSINGER; VIELLE
17305	EMPTY
17306	SPINKS
17307	STRIKE; STEFFENSMEIER
17308	EMPTY
17309	EMPTY
17310	EMPTY
17311	SWAMY
17312	EMPTY
17313	EMPTY
17314	STRAKER
17315	FLUETTE; MIRISOLA; RICCA; WHORTON
17316	NOBLE
17317	POZAR; ZINSMEISTER
17318	SEURER; QUINLEY
17319	EMPTY
17320	MADAN
17321	AMASON
17322	EMPTY
17323	LAROCHELLE; RICCI
17324	WESTLER; DULEK
17325	FUSELIER
17326	NANASY
17327	BUSEMAN
17328	SENDRA; MURACH
17329	RICCO; HERSEY
17330	SWANK
17331	MADAY; WESTLEY
17332	EMPTY
17333	KLYCE; VIELMA; SWANN
17334	EMPTY
17335	HANDLIN; KUKURA; MURACO; ALESSIO
17336	EPEL; MUNFORD
17337	MCCARVILL
17338	DULEY
17339	SWANT
17340	EMPTY
17341	FERRARA
17342	SENDRO
17343	EMPTY
17344	EMPTY
17345	EMPTY
17346	DOUGHTY
17347	EMPTY
17348	ROUSSELL
17349	KAMSTRA; FERRARI
17350	KOGUT; OSTLUND
17351	EMPTY
17352	NGUYN; HARRELL
17353	LOEHRER
17354	CAMREN
17355	DOMNICK; FERRARO
17356	MCNARY
17357	EMPTY
17358	BROUWERS
17359	BIGGINS; BOWNE
17360	EMPTY
17361	MARRIETTA
17362	EMPTY
17363	FARQUER; DISTEL; GALLAND
17364	PEELING
17365	FETTERLY
17366	EMPTY
17367	EMPTY
17368	ESCOBAR
17369	EMPTY
17370	EMPTY
17371	EMPTY
17372	EMPTY
17373	ANTOINE
17374	OLLI; AZORE
17375	EMPTY
17376	EMPTY
17377	EMPTY
17378	SMEJA
17379	SHATTO; GALLANT
17380	EGGEMAN; CARMEAN; LEAVELL
17381	HUELSKAMP
17382	YAMPOLSKY
17383	EMPTY
17384	BETTCHER
17385	EMPTY
17386	EMPTY
17387	EMPTY
17388	TUCCILLO; MIZZELLE
17389	EMPTY
17390	EMPTY
17391	HOLDERMAN
17392	TAUTUIAKI; CARPIO
17393	EMPTY
17394	NIESBORELLA; BLEASDALE; BORDNER
17395	ZANCANELLA
17396	MORKVE
17397	GANTT
17398	LENARD
17399	OLMA
17400	EMPTY
17401	SWAPP; HORWITZ
17402	EMPTY
17403	GANTZ
17404	HONDROS; HERSHA
17405	LEMIEUX
17406	STRINE
17407	EMPTY
17408	STRING; RAGANS
17409	MADARIAGA
17410	STRINI; BROGNA
17411	NOBOA
17412	LYKKEN; SOOHOO; OSPINA
17413	SEPTER; VECCHIA; OLMO
17414	LENART
17415	EMPTY
17416	EMPTY
17417	MCNATT
17418	EMPTY
17419	EMPTY
17420	LENARZ
17421	FERRATO; BILELLO; KNEZEVICH; VALDIVIA
17422	EMPTY
17423	OUTEN
17424	EMPTY
17425	EMPTY
17426	FERRATT
17427	RETTKOWSKI; MARIAN; VECCHIO
17428	EMPTY
17429	CASELDEN; GANUS; JAIME
17430	KUNIYOSHI; HOROSCHAK; MADDY
17431	VERBILLA; ARMBRUSTER
17432	EMPTY
17433	EMPTY
17434	HYLINSKI
17435	KOHLMYER
17436	EMPTY
17437	EMPTY
17438	DETERMANN; DALPHONSE; SIMCOE
17439	QUINLIN; BENEDICTO; HOSTETTER
17440	WEIDNER
17441	EMPTY
17442	VOGELSANG
17443	WESTLIE; HASTON
17444	WOHLWEND
17445	TRETHEWAY
17446	EMPTY
17447	DURSTELER; YENGO
17448	EMPTY
17449	EMPTY
17450	TWARDY; ZITTEL
17451	EMPTY
17452	ESPERICUETA; MADEN; VESPA
17453	SWARB; LEAVENS
17454	GAULIN
17455	SCHWIMMER; SWARD
17456	BALCERZAK; MADER
17457	ABELMAN; MADES; SIMCOX
17458	EMPTY
17459	DULIN
17460	SHUMAN
17461	EMPTY
17462	EMPTY
17463	EMPTY
17464	SWARM
17465	SWARN; SCHNEIDTMILLE; MAZZARA
17466	EMPTY
17467	NADERI; DRAPEAUX
17468	EMPTY
17469	GOZMAN; SWARR
17470	EMPTY
17471	SHUMAY; SWART
17472	SWARTWOUT
17473	HARDRIDGE; COKELY
17474	EMPTY
17475	DESCOTEAU; PORTNOY
17476	SWARY
17477	EMPTY
17478	EMPTY
17479	EMPTY
17480	EMPTY
17481	EMPTY
17482	EMPTY
17483	RUSELL
17484	RICHE
17485	POINSETTE
17486	EMPTY
17487	MARICH
17488	ALTRINGER; CRITTENDON
17489	EYNON
17490	EMPTY
17491	EMPTY
17492	EMPTY
17493	ALBORN
17494	CANTABRANA; HONGACH; FARFAN
17495	IVERSLIE; HOMAN
17496	EMPTY
17497	ESCOBEO; DISTIN
17498	VIGORITO
17499	WINEMAN
17500	ESCOBER
17501	LOTHRIDGE
17502	EMPTY
17503	TARLEY
17504	EMPTY
17505	EMMERICH; BREKKE
17506	EMPTY
17507	SEIFTS
17508	DANIAL
17509	MADGE; GIANDOMENICO; TREFFERT
17510	EMPTY
17511	GAULKE
17512	EMPTY
17513	FEDERKEIL
17514	WILCZEWSKI
17515	BASNIGHT
17516	STRANDBURG; REMLINGER
17517	MCFEELEY
17518	EMPTY
17519	NORTHCROSS
17520	OSTENSON
17521	KEKUA
17522	EMPTY
17523	AKUNA
17524	EMPTY
17525	EMPTY
17526	SANDROWICZ
17527	JAWOROWICZ; MONSIVAIS
17528	EMPTY
17529	MRNAK; SCHWIEBERT
17530	EMPTY
17531	EMPTY
17532	EMPTY
17533	BELLFLOWERS
17534	EMPTY
17535	GARLINGER; MULQUEEN
17536	EMPTY
17537	SWATT
17538	BOLLENS
17539	HOMBY
17540	EMPTY
17541	EMPTY
17542	LICHENSTEIN; LIMBERG; KREIGER
17543	SCORZELLI
17544	EMPTY
17545	EMPTY
17546	SPORMAN
17547	ROSSELLE; HESTERS
17548	EMPTY
17549	DULLE
17550	EMPTY
17551	ROSSELLI
17552	MADHO
17553	EMPTY
17554	SCHLIEPER
17555	LIMBERT; RAGASA
17556	EMPTY
17557	EMPTY
17558	EMPTY
17559	MARIEN
17560	MUEHLBERGER
17561	EMPTY
17562	EMPTY
17563	MARIER
17564	EMPTY
17565	EMPTY
17566	ZIPPE; GALLATI
17567	EMPTY
17568	ELMENDORF
17569	EMPTY
17570	MORADEL
17571	MADIA; MEINECKE
17572	EMPTY
17573	PAYLOR
17574	SCHIEDLER
17575	EMPTY
17576	EMPTY
17577	TRETHEWEY
17578	MENDELSOHN
17579	HOSCHOUER
17580	GANZE; MCNAYR; VOORHEES
17581	TAUALII; PARRILLA
17582	GALLATY
17583	RICKE
17584	MADIN; ODOUGHERTY; SIRAVO; AUNKST; BADDERS
17585	NINNESS
17586	EMPTY
17587	MCLEESE; MCKEARIN
17588	HUNTZINGER; TANNEHILL
17589	EMPTY
17590	LITNER
17591	DIOMEDE
17592	EMPTY
17593	BAINTER; SOMMERFIELD
17594	EMPTY
17595	PARRILLO
17596	EMPTY
17597	RICKS
17598	EMPTY
17599	EMPTY
17600	ASEVEDO
17601	TRUOCCHIO
17602	WYDNER; PELISSIER
17603	GUGEL
17604	DUDECK; STRITE
17605	METZINGER
17606	PENNING; BURLESON
17607	EMPTY
17608	EMPTY
17609	GUGER
17610	EMPTY
17611	EMPTY
17612	EMPTY
17613	CORRION
17614	PENNINO
17615	EMPTY
17616	EMPTY
17617	EMPTY
17618	EMPTY
17619	EMPTY
17620	ORGILL
17621	EMPTY
17622	EMPTY
17623	EMPTY
17624	HARRETT
17625	STEWARDSON
17626	EMPTY
17627	NELMARK; HOMEN
17628	EMPTY
17629	ESCOBIO
17630	EMPTY
17631	HOMER
17632	HOMES
17633	EMPTY
17634	KUNDLA; CUBBAGE
17635	HODRICK
17636	EMPTY
17637	ZARTMAN
17638	MAZZAWI
17639	EMPTY
17640	DANIEL
17641	BUSALACCHI
17642	EMPTY
17643	MCCOUBREY
17644	CORSEY
17645	EMPTY
17646	EMPTY
17647	TOMLISON; HERSOM
17648	HERSON
17649	EMPTY
17650	CLANTZ
17651	EMPTY
17652	EMPTY
17653	EMPTY
17654	COMELLA
17655	OLTZ
17656	EMPTY
17657	BATHKE
17658	TROMBINO; BERGREEN; PACKETT
17659	DOUYON; COMMODORE
17660	TELMAN
17661	EMPTY
17662	EMPTY
17663	SEMONICK
17664	EMPTY
17665	ZIPSE
17666	WEITER; GREATHOUSE
17667	BODIFORD
17668	SOUCY
17669	IBERG
17670	LOUKIDIS
17671	RUDKIN
17672	EMPTY
17673	HALGAS; CHAPPELLE; HAMMONDS
17674	EMPTY
17675	KAINES
17676	OESTREICH
17677	ISOLA
17678	OLUP
17679	MEHELICH
17680	RAYNOLDS; FLAMING
17681	EMPTY
17682	EMPTY
17683	EMPTY
17684	EMPTY
17685	EMPTY
17686	THRUMAN; WIGGINTON
17687	BOCAGE; FURBLUR
17688	FLAMINO
17689	RUSERT
17690	EMPTY
17691	EMPTY
17692	PUELLO; BURCZYK; HUFFSTETLER
17693	EMPTY
17694	EMPTY
17695	EDENHOLM; RADSEK; NEYLON
17696	EMPTY
17697	EMPTY
17698	MURANO; RUFENACHT
17699	FULLMORE
17700	PORATH
17701	EMPTY
17702	EMPTY
17703	CRADER
17704	EMPTY
17705	HENINGTON
17706	EPPS
17707	EMPTY
17708	ULDRICH; MURANY
17709	EMPTY
17710	EMPTY
17711	EMPTY
17712	VOORHEIS; DATES
17713	EMPTY
17714	YENOR; ISOME
17715	EMPTY
17716	EMPTY
17717	EMPTY
17718	EMPTY
17719	EMPTY
17720	EMPTY
17721	MUSSMAN
17722	DACHELET; KOSMAN
17723	KINYON
17724	EMPTY
17725	EMPTY
17726	RUOFF
17727	HORNBACK
17728	EMPTY
17729	EMPTY
17730	DOCHTERMAN
17731	BAUMIESTER
17732	JUSTINGER
17733	EMPTY
17734	REIDLER; ANDEL
17735	EMPTY
17736	HYACINTHE
17737	VANHOLLAND
17738	EMPTY
17739	SEPTON
17740	DEARINGER; ANDER
17741	LAMUDIO; CARMELL; ANDES
17742	ZWIGART
17743	SCHIRTZINGER
17744	MAILHIOT
17745	EMPTY
17746	EMPTY
17747	ZIENTARA; DALLMIER; STARRATT
17748	WOJNOWSKI
17749	EMPTY
17750	EMPTY
17751	WALKING; DELEPPO; KIRKENDALL
17752	EBERHEART
17753	EMPTY
17754	EMPTY
17755	RANSONET
17756	GLOVIER
17757	SEIWELL
17758	RIDENHOUR
17759	EMPTY
17760	EMPTY
17761	EMPTY
17762	NIKSICH
17763	CIRIACO; WALKINS
17764	TRINKLEIN
17765	EMPTY
17766	EMPTY
17767	BRODINE
17768	GALARNEAU
17769	GRANIELA
17770	EMPTY
17771	EMPTY
17772	MATSUMURA
17773	CHOUNLAPANE; KREUSCH; GRADIAS; PENNISI; VANBRUGGEN; KOHAN; BALDERAS
17774	EMPTY
17775	EMPTY
17776	EMPTY
17777	DEPUYDT
17778	RUSTEBERG
17779	LANDAUER; SEYAL
17780	MELGAARD; POZOS
17781	EMPTY
17782	MADON
17783	EMPTY
17784	EMPTY
17785	EMPTY
17786	MADOR
17787	EMPTY
17788	EMPTY
17789	EMPTY
17790	EMPTY
17791	EMPTY
17792	LINAK; CIULLA
17793	LUNGSTROM; ADHAM
17794	EMPTY
17795	BARSCHDOOR; LINAN
17796	ECHAURE; CAAL; CARMENA
17797	KITCHENMAN; DATHE
17798	SHAHINFAR
17799	EMPTY
17800	EMPTY
17801	RUOHO; GRANBERRY; MORLAN
17802	EMPTY
17803	WHIDDEN
17804	MCCLENNAN
17805	EMPTY
17806	MORLAS; CIULLO; KROEMER
17807	OBERPRILLER; POOSER
17808	PRIAL
17809	EMPTY
17810	PARSHOTAM
17811	HERKERT
17812	MRKVICKA
17813	EMPTY
17814	EMPTY
17815	EMPTY
17816	EMPTY
17817	DONCASTER
17818	CABA
17819	SHEIRICH; BABCOCK
17820	CRADIC
17821	BONNIWELL
17822	MCMURTRY; CABE
17823	PALMERI
17824	EMPTY
17825	EMPTY
17826	WOODHAMS
17827	EMPTY
17828	HOWDYSHELL; STOCKTON
17829	LESPIER; PALMERO
17830	MURARO
17831	TARLOW
17832	CRESPIN
17833	EMPTY
17834	EMPTY
17835	LICHOTA
17836	SCIRE
17837	DATIL; BURRUEL
17838	EMPTY
17839	ESNARD
17840	EMPTY
17841	CHARGUALAF
17842	EMPTY
17843	MARINA
17844	EMPTY
17845	EMPTY
17846	EMPTY
17847	MARINE
17848	CIRCELLI
17849	MARING
17850	NICKOLS
17851	MARINI
17852	PALMESE
17853	EMPTY
17854	EMPTY
17855	LINCH
17856	EMPTY
17857	LYBECKER; MARINO
17858	MILDRED; LINCK
17859	CACI
17860	EMPTY
17861	EMPTY
17862	EMPTY
17863	EMPTY
17864	COLOSIMO
17865	EMPTY
17866	EMPTY
17867	PRICE
17868	MILDREN
17869	EMPTY
17870	PRICH
17871	MILLRANEY
17872	MADRE
17873	ANDIS; COOPERMAN
17874	EMPTY
17875	CACY
17876	EMPTY
17877	JUBEH; SCISM
17878	HOMMA; QUISENBERRY
17879	EMPTY
17880	EMPTY
17881	LINDA
17882	MCQUESTEN; SANTORELLA; HOMME; MURATA
17883	EMPTY
17884	CADA; DONLAN; BESECKER
17885	LINDE
17886	EMPTY
17887	EMPTY
17888	CADE
17889	MARION
17890	SANTORELLI; KHOURI
17891	HAMMEREN
17892	MADRY
17893	BELLMAN
17894	FREEHOFFER; PITTENGER
17895	LINDO
17896	WENZINGER
17897	EMPTY
17898	DOERKSEN
17899	EMPTY
17900	PRIDE
17901	EMPTY
17902	EMPTY
17903	KOHEL
17904	BELLMAY
17905	LINDY; KOHEN; TOKARZ; MENENDEZ
17906	DATKO; KHOURY
17907	RADSKY
17908	CADY
17909	EMPTY
17910	HARTUNG
17911	HUSMAN
17912	EMPTY
17913	WESTAWAY
17914	LINEA; SECHREST
17915	EMPTY
17916	EMPTY
17917	SEYER
17918	EMPTY
17919	GODERT
17920	EMPTY
17921	CRADLE
17922	HOMERDING; SENECA
17923	KUNDTZ; BRAILSFORD
17924	EMPTY
17925	DIFRANCISCO; DIFFENDERFER; OKAZAKI; PLEASANT
17926	EMPTY
17927	ADOLPHE; FRANPTON; PISELLI; LINEN
17928	EMPTY
17929	PACUBAS; MATYAS
17930	FELGER
17931	LINER
17932	TUTUSKA; LINES
17933	LINET
17934	EMPTY
17935	WALTEMATH; BRODISH; APPIAH
17936	EMPTY
17937	EMPTY
17938	MORLES
17939	EMPTY
17940	MCTEE
17941	BOEHNER; SOULA; PRIEM; BOOMER
17942	ROSSNAGEL; CAEZ
17943	LEYMEISTER; PLOWMAN
17944	MORLEY
17945	SOULE
17946	PRIER; RASMUS
17947	PRIES
17948	HILTON
17949	CAPPARELLI
17950	EMPTY
17951	EMPTY
17952	EMPTY
17953	EMPTY
17954	MCGLADE
17955	RAWAT; KEYWAN; VANDEWEGE
17956	EMPTY
17957	BENIKE
17958	ROTHWELL
17959	EMPTY
17960	SOULT; WOBBLETON
17961	EMPTY
17962	EMPTY
17963	CORSON
17964	EMPTY
17965	EMPTY
17966	EMPTY
17967	CEBULA
17968	EMPTY
17969	EMPTY
17970	KELAU
17971	WOTTON
17972	EMPTY
17973	EMPTY
17974	LUVIAN; HANNEMAN; BOTKIN
17975	GRANIERI; FREYER
17976	SHAUER
17977	THATCHER
17978	EMPTY
17979	ECCLES
17980	EMPTY
17981	GRANIERO; SCHAPPELL
17982	CHURAPE
17983	ROUHOFF
17984	EMPTY
17985	EMPTY
17986	LINGG
17987	KAINOA; KERINS; CAGE
17988	EMPTY
17989	SZMALC
17990	EMPTY
17991	FILIPELLI; TARPLEY
17992	EMPTY
17993	CHRZANOWSKI
17994	LINGO
17995	HORABIK; POLSELLI; KALTHOFF
17996	CASTANADA; BUCHHOLTZ
17997	BRULOTTE
17998	EMPTY
17999	EMPTY
18000	BULTER
18001	PRIGG; DERDERIAN; NEEDLER
18002	BABIKIAN; GRBOYAN; NEEDLES
18003	PIERPOINT
18004	SMITHE; JUBIC; WELDING; STIERWALT
18005	EMPTY
18006	JUBIE
18007	POSTLETHWAIT; PHILEN
18008	CHALABAN; WOMELDORF; HODGKINSON
18009	GAUDETT; SMITHJ
18010	CASTANADO; WACHAL
18011	EMPTY
18012	KRZYKOWSKI
18013	GILREATH
18014	DALECKI
18015	DIGIAN; HELFREY; LABADIE
18016	WERTHMAN
18017	EMPTY
18018	EMPTY
18019	EMPTY
18020	EMPTY
18021	EMPTY
18022	WILLCOX
18023	MCKIBBENS; KELCH
18024	ROCHHOLZ
18025	BRYDEN
18026	DAUGHTERTY
18027	DONLEY
18028	ANDREADIS
18029	KLOEFKORN; CAHN
18030	CAHO
18031	BARNACLE
18032	EMPTY
18033	BELLINGHAUSEN
18034	EMPTY
18035	EMPTY
18036	KETTELLE; FLESCHNER
18037	EMPTY
18038	ANASTAS
18039	GOODVIN; PARENTE
18040	BRANCANTO; ARMENDAREZ
18041	PUYEAR
18042	PLEMMONS
18043	DECLET; PARENTI
18044	VOLPER; DIACO; STCLAIR
18045	OLESNEVICH
18046	BARCHICK
18047	EMPTY
18048	BRANDNER
18049	EMPTY
18050	EMPTY
18051	EMPTY
18052	TUTTLE
18053	BERLANDY; PARENTS
18054	MARITN
18055	NOCAR
18056	BEDNORZ; DILGER
18057	LAEGER
18058	BENING; PONIATOWSKI
18059	EMPTY
18060	ANDOH; MARITT; CAIL; OTTLEY
18061	EMPTY
18062	MACOLA; CAIN
18063	EMPTY
18064	EMPTY
18065	KARELLA
18066	ANDON; RUOPP
18067	BONAMICO; ALLMOND
18068	ANOLICK
18069	GLANZER; BURRINGTON
18070	PFLEIDER; SHEDDEN
18071	EMPTY
18072	MILLEDGE; EISENSTEIN
18073	EMPTY
18074	EMPTY
18075	FALETTI
18076	SCHOOLING
18077	EMPTY
18078	EMPTY
18079	MULVILLE; PEACOCK
18080	ANDRZEJEWSKI
18081	EMPTY
18082	MALLINSON; TLUCEK; NOURSE
18083	EMPTY
18084	EMPTY
18085	KRUMBACH; BONGIARDINA
18086	EMPTY
18087	MEGLIO
18088	EMPTY
18089	EMPTY
18090	EMPTY
18091	EMPTY
18092	MARIUS
18093	EMPTY
18094	GAMBAIANI; BRANCHE; SEIGEL
18095	EMPTY
18096	CHESTAND; MACOMB
18097	EMPTY
18098	BENION; DANISH
18099	THOROUGHMAN; CHESTANG
18100	SEIGER; LAHMERS
