Summary at end of file
----------------------------------------------------------------------
Bucket	Keys
15667	BAUMEISTER; VROOMAN; WYNKOOP
15668	BANTAY
15669	BRADMON
15670	DAIGH
15671	EMPTY
15672	BARKE
15673	EMPTY
15674	GOODLETT
15675	EMPTY
15676	EMPTY
15677	JOHNSRUD
15678	GRANADOS
15679	ZEBELL; NAJI; RUDICK
15680	TUCKNOTT; CASCIO
15681	HYSQUIERDO
15682	BICEK; BARKO; GILCHRIST
15683	EMPTY
15684	MASTERA
15685	LUMPP; HORSLEY
15686	BARKS
15687	TARBOR; BARFOOT; ALTER
15688	SCHLIEPER; HOPPEL; ALTES
15689	BLECK; MANASCO
15690	EMPTY
15691	EMPTY
15692	ALTEW
15693	TARBOX
15694	HOPPER
15695	HOPPES
15696	LACASSE
15697	ANGLIN
15698	OSTERLOH
15699	SARRA; BOGAN
15700	CORRETT
15701	HULETTE
15702	DEMARA; FROLICH; KRETZ; MASTERS
15703	VAKSMAN; BOGAR
15704	DEMARC; BROWING; CAMILLERI
15705	CHABAUD; DILAURA
15706	EMPTY
15707	MCDARGH; PYANOWSKI; WRISTON; STELTENPOHL; ALTO
15708	EMPTY
15709	EMPTY
15710	EMPTY
15711	EMPTY
15712	DEMARK; TOBIAS
15713	SARRO
15714	EMPTY
15715	EMPTY
15716	EHSAN; DESENA
15717	ALTY
15718	BENTRUP
15719	DILAURO; ALTERMAN; GORECKI
15720	DEMARS
15721	DEMART
15722	EMPTY
15723	GRIFFIES; HAZELRIGG
15724	EMPTY
15725	EMPTY
15726	GUIBERTEAU; DEMARY
15727	EMPTY
15728	SIERACKI
15729	EMPTY
15730	WATSKY; KAWAGUCHI; AISPURO
15731	HANNAHS
15732	ORTMEIER
15733	EMPTY
15734	ALJEMAL; BETIT
15735	SCHEHL; GAMBINO; LYONS
15736	THILLET; ESTACION
15737	GOLLEHON
15738	EMPTY
15739	AHLSTROM
15740	LAMEDA
15741	DIOMEDE; PALLINO; SCHEHR
15742	LOMUSCIO
15743	THARALDSON
15744	JOHANNSEN
15745	JEFFRIE; DENARD
15746	KIRKLAND
15747	HOLLIE
15748	EMPTY
15749	WITTNER
15750	SMEJA; PUNJA
15751	EMPTY
15752	SAHLBERG; SUSSEX
15753	EMPTY
15754	ANTEE
15755	PUTCHA; BROWNSTEIN; MAHONEY
15756	DENARO; HOLLIN
15757	CHATTERTON
15758	CROTTS
15759	JEFFRIS; GORTMAN; FASEL
15760	TIMBER
15761	HOLLIS
15762	SLAUGENHAUPT
15763	EMPTY
15764	ORDONA; CROTTY
15765	FURNIA
15766	EMPTY
15767	ANTER
15768	MACARTNEY; BRASSEAUX; HISCOX; EGGLETON; ANTES
15769	LUNDBORG; CHINEN; JARNIGAN
15770	EMPTY
15771	URRABAZO
15772	KRIBBS; RAHMAN
15773	EMPTY
15774	MCKONE; POUNDER; KENNAMORE
15775	SCHODERBEK; ALFSON
15776	EMPTY
15777	EMPTY
15778	EMPTY
15779	SHAND
15780	ARNAUDET; SHANE
15781	PALMINO
15782	KRYSTEK; SCHY; VANCUREN
15783	BIDEAUX; GIRVEN
15784	SHANI
15785	FRONICK; KITAMURA
15786	HAITHCOCK; SHANK
15787	OSTASIEWICZ
15788	CLICK
15789	MACIASZ
15790	EMPTY
15791	EMPTY
15792	EMPTY
15793	BIAGI; BEAUCAGE
15794	DAGIS
15795	MCMULLEN
15796	EMPTY
15797	GITTLER; PLANAS
15798	MIGNOGNA
15799	CASTIOLA; WEIDENBACH
15800	BURKLOW
15801	EMPTY
15802	EMPTY
15803	STATUM
15804	ELLISON
15805	MAMACLAY
15806	EMPTY
15807	CACCIOLA
15808	ELLISOR
15809	BOECK; STIFF
15810	EMPTY
15811	RIPPE
15812	ROSEBROCK
15813	DORINIRL; MANGUAL
15814	EMPTY
15815	EMPTY
15816	FORTUN
15817	BLASING
15818	BROZINA; HARDINGER
15819	PENCEK; BLASINI
15820	STODGELL
15821	EMPTY
15822	KUSINSKI
15823	EMPTY
15824	MERGANTHALER
15825	EMPTY
15826	EMPTY
15827	EMPTY
15828	BERKA
15829	OVADILLA
15830	ARCIGA; SIANO
15831	RAJA; RIPPY
15832	BERKE
15833	EMPTY
15834	EMPTY
15835	MADHAVAN; MESECAR
15836	KUENNEN; ENTSMINGER; JEFFRY
15837	GIELOW
15838	UCHA
15839	RUEGER
15840	EMPTY
15841	RAJK; CANTERBURY
15842	EMPTY
15843	EMPTY
15844	EMPTY
15845	MECHANIC; KLINKENBERG
15846	BERKS
15847	WILLMOTT
15848	CECIL
15849	ROWLING; LIMBERG
15850	PENANEGRA; WITFIELD
15851	JANITZ; RAJU; CUTRELL
15852	ROEHRMAN; BERKY; PLATNER
15853	RATTNER; CRYTSER
15854	DEVENS
15855	MCKIRGAN
15856	GILLENWATERS; AMSLER
15857	SCALLORN
15858	GAWEL
15859	WARTENBERG; SERRA
15860	DEVENY; BECKEL
15861	ROWLINS; BECKEM
15862	LIMBERT
15863	SERRE; AMSLEY; GODDEN; BOMBARDIER
15864	MANNARINO
15865	DARYANL; HEIKKINEN
15866	LEJENNE; BECKER
15867	BECKES; OLKOWSKI
15868	REIGNER; BECKET; NIBLACK
15869	NIEBERGALL
15870	GODFRAY
15871	HUESER; BILLICK; MASSINGALE; SCHUELKE; BRADWELL
15872	EMPTY
15873	SERRO; BECKEY; SCARPA
15874	EMPTY
15875	CAPRON
15876	EMPTY
15877	EMPTY
15878	EMPTY
15879	CHRISTOFFERSE
15880	EMPTY
15881	LIBERMAN; GABEL; DESJARDINS
15882	PURTLE
15883	MUNARI
15884	FERRARACCIO
15885	EMPTY
15886	DEGLANVILLE; LASTRAPE
15887	DIKER; PULLY; GABER
15888	BOUDLE; MCAULAY; DIKES; EAKIN
15889	DIKET; NEWMON; BRADISH; CHRISTOFFERSO
15890	EMPTY
15891	EMPTY
15892	SYLNEY
15893	EMPTY
15894	EMPTY
15895	CUDDIHEE; ALISON
15896	HLUSKA
15897	EMPTY
15898	EMPTY
15899	EMPTY
15900	SAWADA; SKANE; BAILIE
15901	LINGAFELTER; PESANTE
15902	FEEHLY; BATTLES
15903	GOEDEN; SCHWIZER
15904	HOLMSTEAD
15905	EMPTY
15906	BEDKER; BOXER
15907	CHESTERFIELD; ALLUMS
15908	SADHRA
15909	BAILIN; IFFLAND
15910	EMPTY
15911	BLAGG
15912	RUEZGA; BANOS; DEIBERT
15913	EMPTY
15914	ALPIS; CHESLER; PROUTY
15915	EMPTY
15916	EMPTY
15917	EMPTY
15918	ORNE
15919	EMPTY
15920	EMPTY
15921	TIENG; CHESLEY
15922	BOCEK
15923	EMPTY
15924	HACKEROTT
15925	FESER
15926	BRECH
15927	PENQUITE; ARTER
15928	BRASSIL; DELAUNE
15929	HERLONG; BRECK
15930	ZEFF
15931	EMPTY
15932	EMPTY
15933	STRIKE
15934	VALERIUS
15935	ARTEZ; SHIPMAN
15936	VEGHER
15937	EMPTY
15938	ROWDEN
15939	EMPTY
15940	SERANDOS; SLANE
15941	EMPTY
15942	TIETJENS; BROWERS
15943	SWIFT
15944	JARAD
15945	DEMPEWOLF
15946	BOSTELMAN; BEEKER
15947	TOCZEK
15948	EMPTY
15949	EMPTY
15950	BUGAY
15951	HADDAWAY
15952	EMPTY
15953	GAMBERG; LEFLORE; CARROL
15954	VOISARD; LAREDO; OVALLE
15955	CARRON
15956	EMPTY
15957	GUARNERA; NORDAN
15958	EMPTY
15959	PROSPERIE
15960	DOLORES; CARROS; SCHALK
15961	SILBERSTEIN; SCHALL
15962	SPERLICH
15963	WESLY
15964	CARROW; AUGUSTUS
15965	GUARNERI; LANDRAM
15966	EMPTY
15967	EMPTY
15968	BOWDLE
15969	EMPTY
15970	FREIBERGER
15971	EMPTY
15972	EMPTY
15973	ECKIS; TAMBURRI
15974	EMPTY
15975	EMPTY
15976	DWELLINGHAM
15977	EMPTY
15978	RIVIRA
15979	TAMBURRO; SINISCALCHI
15980	EMPTY
15981	EMPTY
15982	LABOUNTA; HAFEN
15983	EMPTY
15984	TRATTNER
15985	TEARE
15986	RODEIGUES; HAFER
15987	EMPTY
15988	EMPTY
15989	EMPTY
15990	EMPTY
15991	EMPTY
15992	EMPTY
15993	PERCEY; RODEIGUEZ
15994	EMPTY
15995	EMPTY
15996	KOULABOUT
15997	EMPTY
15998	EMPTY
15999	EMPTY
16000	STAVRIDES; VIOLA
16001	PALMERI
16002	DEWARATANAWAN
16003	EMPTY
16004	CAROL
16005	KRISTENSEN
16006	SCHOEPFLIN; PERSCHBACHER; BIRKS; STRITTMATTER; LABOUNTY; CARON
16007	PALMERO
16008	JEMMINGS
16009	EMPTY
16010	CLEGG; CRANFORD
16011	CICIO; HESFORD; CONSTANCE
16012	BIRKY
16013	CHINICK
16014	EMPTY
16015	CAROW
16016	RANMAR
16017	ALLSOP
16018	EMPTY
16019	EMPTY
16020	EMPTY
16021	BALLIF
16022	OSBORN
16023	CHURAN; SHEFFO; DOGGETTE
16024	COGEN
16025	PAPSON
16026	OHAGAN
16027	EMPTY
16028	OMERNIK; COGER; CRICK; CLAUSSEN
16029	BACARELLA; BALLIN
16030	STANGANELLI
16031	EMPTY
16032	EMPTY
16033	EMPTY
16034	GUYOTT; CUKAJ
16035	LINKOWSKI; BLUETT; BRUNKOW; SPOTTED; CATRON
16036	GALLENO; COURCHENE
16037	MELLEMA
16038	HAGEMEYER
16039	MOISANT
16040	EMPTY
16041	GEBEL
16042	EMPTY
16043	DIEDERICHS; AUTEN
16044	GRAPER
16045	HUMMERT; LISIECKI; GRAPES
16046	CHENOWETH
16047	AUTER
16048	EMPTY
16049	MURARO
16050	MANATT; BURTSCHI; VIEGAS
16051	OPPY
16052	EMPTY
16053	CALLUM
16054	EMPTY
16055	SANTOYA; DEGEORGE
16056	APPIA
16057	SATHIRABOOT
16058	GALETTA; SECHREST
16059	TURMELLE; GENDREAU
16060	EMPTY
16061	EMPTY
16062	DEVARA
16063	EMPTY
16064	GOTTSCH
16065	PESENTI; SAFFOLD
16066	GALETTI; OBRYAN
16067	DEEKS
16068	EMPTY
16069	CHIRINOS; SANTOYO
16070	SEARCHWELL
16071	EMPTY
16072	EMPTY
16073	SONGSTER; AUMILLER
16074	SOANS
16075	EMPTY
16076	EMPTY
16077	EMPTY
16078	BENOY
16079	TERRON; LINDENMUTH
16080	EMPTY
16081	EPOLITO
16082	EMPTY
16083	EMPTY
16084	EMPTY
16085	FLUCK; FISER
16086	DEVARY; NIZNIK
16087	EMPTY
16088	LAGINESS
16089	EMPTY
16090	EMPTY
16091	NEIGENFIND; SANDROWICZ; BLAZINA
16092	EMPTY
16093	EMPTY
16094	EMPTY
16095	EMPTY
16096	SPANA
16097	BLAZING; HABISCH; MALECKI
16098	MULLINIKS; FLAUGHER
16099	MCCALVIN
16100	SPANE
16101	VERSACE
16102	FANELLE; MOUSTAFA; SPANG
16103	KOKALY
16104	EMPTY
16105	PARSON
16106	GARNETTE; FANELLI
16107	GILLOM; OUBRE
16108	GILLON
16109	MCELHANY; SPANN
16110	DAVOS; SPANO
16111	EMPTY
16112	DEGRAND
16113	MALIZIA
16114	EMPTY
16115	EMPTY
16116	THARP
16117	EMPTY
16118	AHARONOF
16119	EMPTY
16120	EMPTY
16121	EMPTY
16122	EMPTY
16123	EMPTY
16124	SINIBALDI
16125	EMPTY
16126	ROSKOWINSKI; KOLSTAD; BRICKNER
16127	PROENZA; DOKER; ORMOND; ATKINSON
16128	DOKES
16129	KITTELMAN
16130	SALCEDA
16131	EMPTY
16132	EMPTY
16133	EMPTY
16134	MUTART; BUCARO
16135	SCHOLZE
16136	EMPTY
16137	EMPTY
16138	LANDGRAF
16139	RICARDEZ
16140	HEFEL
16141	IHNAT; READER
16142	EMPTY
16143	EMPTY
16144	GRANGE; SALCEDO
16145	PASSON; BRAGA
16146	BATTIATA
16147	CALDARERA; LILLARD; SHELDON
16148	EMPTY
16149	BRAGE; CIPRIAN; ARPIN; SALADINO
16150	EMPTY
16151	ERSKIN; BRAGG
16152	EMPTY
16153	ZAJC
16154	PASSOW
16155	RADZIWON; BRIGGMAN
16156	LAZAR
16157	LUAGUE
16158	MELDRUM; HULSEY
16159	RICKERSON
16160	BATTIATO
16161	FEAUTO; SPICKLER
16162	TOVMASYAN; BUCEK
16163	EMPTY
16164	EMPTY
16165	HUMPERT
16166	CERON
16167	EMPTY
16168	HOPWOOD
16169	EMPTY
16170	POYNTER
16171	PROVENT; OPPERMAN
16172	EMPTY
16173	LICHTENWALTER
16174	EMPTY
16175	EMPTY
16176	SHAULL; BUCEY
16177	JANEK; CHIRICO
16178	EMPTY
16179	VLASAK
16180	LOCHRICO; KONICEK; OPTEYNDT
16181	PANAGIOTOPOUL
16182	EMPTY
16183	GOLDEN
16184	HURBAN
16185	ABDUL; HAMADA; JANES
16186	BEKKER
16187	GOLDER
16188	EMPTY
16189	EMPTY
16190	EMPTY
16191	ABDUR; JANEY
16192	EMPTY
16193	CICHON
16194	GOLDEY; PEPLINSKI
16195	EMPTY
16196	NEISIUS; HOWLIN; HABIB; GORHAM
16197	DESAUTELLE
16198	TERVO
16199	HUFFMAN
16200	HABIF; COLASANTE
16201	HABIG
16202	CLOMAN; PRASSER; FOUCH
16203	EMPTY
16204	COLASANTI; ROCKETT
16205	EMPTY
16206	GIANINO
16207	EMPTY
16208	AYTES; GIBES; KINTSEL
16209	THIESSE; WEISENBURGER
16210	RAMIEZ; GODINES
16211	EMPTY
16212	EMPTY
16213	KEVAN; LEIMKUHLER
16214	EMPTY
16215	EMPTY
16216	OEHLER
16217	CASTENEDA; GODINEZ
16218	EMPTY
16219	VOSHELL
16220	HIMELSTEIN
16221	EMPTY
16222	BELKEN
16223	EMPTY
16224	TRESCA
16225	MARALES; RABBITT
16226	EMPTY
16227	GONYEA
16228	EMPTY
16229	DUFAUCHARD
16230	RICENBERG
16231	PECORAINO; TRESCH
16232	BORKE
16233	EMPTY
16234	KOENIGSTEIN
16235	WINSLETTE; DEZARN
16236	EMPTY
16237	PFISTER
16238	BESSINGER; GAUTHIER
16239	RICKETSON
16240	EMPTY
16241	EMPTY
16242	TITTL
16243	EMPTY
16244	GONYER; MCKESSON
16245	MCCOURTNEY
16246	BAHUN; HEDGE
16247	JERGENSON
16248	CASPARIAN; WALLINGER; GOSHAY; MCNITT
16249	EMPTY
16250	EMPTY
16251	EMPTY
16252	EMPTY
16253	EMPTY
16254	EMPTY
16255	EMPTY
16256	STANA; LAUGHEAD; LACOSSE; PETTIE; DEVOE
16257	DEMAURI; REDDEN
16258	TANZI; TILMON; CREGO
16259	EMPTY
16260	GONDEK
16261	REDDER
16262	STANG
16263	DEMAURO; DELLARIPA; DEVOL
16264	EMPTY
16265	DEVON
16266	STANK
16267	GONDER
16268	MARENCO
16269	DEVOR; DEMARZIO
16270	STANO; DEVOS; PETTIS
16271	JIRAK; BARLIP; DEVOT; MARBLEY; PETTIT
16272	EMPTY
16273	KIRKNER; RIORDAN
16274	JIRAN; ARELLANES
16275	STANT
16276	RUSICH; HIGGONS; DEVOY; GOTHAM; SISTRUNK
16277	KAREL
16278	TREND; OLTZ
16279	LIEDBERG; KAREN
16280	EMPTY
16281	CUNDICK
16282	MECARDO; KOPALD; TRENH; COUNCILL; ASHLINE
16283	EMPTY
16284	DALPIAZ
16285	EMPTY
16286	EMPTY
16287	EMPTY
16288	EMPTY
16289	HAUKE
16290	EMPTY
16291	CRANMORE; RUPPE
16292	EMPTY
16293	EMPTY
16294	MAILHOT; TRENT
16295	EMPTY
16296	EMPTY
16297	BROCKWAY
16298	BUETTI
16299	JIMENO
16300	MCCUISTON
16301	GLINKERMAN; REEDER
16302	BENKEN
16303	GOODEN
16304	EMPTY
16305	EMPTY
16306	BENKER; BRIMMER
16307	GOODER; HILSINGER
16308	GOYCO; BRERETON; CAVALLARO
16309	LEZAK; RZESZUTKO; PORTUGAL
16310	JIMENZ
16311	KEELAN
16312	EMPTY
16313	EMPTY
16314	LOSAVIO
16315	EMPTY
16316	LANGNER
16317	MCCATHRAN
16318	GRENGS; MCFARREN
16319	BARMETTLER
16320	KETCH
16321	TSENG
16322	RAPIER
16323	MYLOTT
16324	EMPTY
16325	FILLINGHAM
16326	DARSI
16327	ATKISSON
16328	ELKIN
16329	AMEZQUITA
16330	EMPTY
16331	GLASSING
16332	EMPTY
16333	SCHLOSSBERG
16334	EMPTY
16335	QURAISHI
16336	HAZLETON; EBE
16337	YOCKERS; DARST
16338	EMPTY
16339	PITUCH
16340	EMPTY
16341	EMPTY
16342	DELASBOUR
16343	EMPTY
16344	FROESCHLE; DANOWSKI; BERNARDINI
16345	PAXSON
16346	EBO
16347	ESMIOL; TORIAN
16348	BRAZINGTON; REISNER
16349	EMPTY
16350	BERNARDINO
16351	DIBLASIO
16352	EMPTY
16353	EMPTY
16354	BATLIS; ALLEGRINI
16355	DEGEYTER
16356	EBY
16357	EMPTY
16358	EMPTY
16359	KOPISCHKE
16360	EMPTY
16361	HEBIG
16362	EMPTY
16363	MAZIKOWSKI; CRANCE
16364	EMPTY
16365	EMPTY
16366	EMPTY
16367	DUKER; YUNDT
16368	DUKES
16369	LAVEE; KITTERMAN
16370	MORISSETTE
16371	EMPTY
16372	EMPTY
16373	ARROSPIDE; NAMAN
16374	EMPTY
16375	GARDENER; SCHULZE
16376	EMPTY
16377	RUBINOFF
16378	LAVEN
16379	EMPTY
16380	EMPTY
16381	EMPTY
16382	PALMERTREE; LAVER
16383	COLYAR; VERHEY
16384	ULERY
16385	PAYSON; HARADA
16386	SWANK
16387	SHERDON
16388	KEAHEY
16389	SAJORDA; LAVEY; SWANN
16390	CUOZZO
16391	TRISCH
16392	DEINERT
16393	LENBERG
16394	STEENROD; KILCREASE
16395	SWANT
16396	EMPTY
16397	EMPTY
16398	KALMEN; HURSEY
16399	EMPTY
16400	BRUMMOND; GILBERTSON
16401	MERKLIN
16402	ALLHANDS; KALMER
16403	EMPTY
16404	EMPTY
16405	ROTHHAUPT; BIFFER; MISCHO
16406	BEHUN; GISIN
16407	EMPTY
16408	EMPTY
16409	EMPTY
16410	CLATON; POROWSKI; BLESSING
16411	SIDDLE
16412	EMPTY
16413	EMPTY
16414	USINA; CORDREY
16415	EMPTY
16416	EMPTY
16417	EMPTY
16418	MANCILLAS
16419	EMPTY
16420	GOWEN
16421	REHDER
16422	BREUNIG
16423	GORDEN
16424	GOWER
16425	GAMON
16426	EMPTY
16427	GORDER
16428	EMPTY
16429	DEMBINSKI
16430	GOBEA
16431	GOWEY; VENDIG; EURBIN; HUSSER
16432	HOEFFNER
16433	SCINTO
16434	GORDEY; MOLFETTA
16435	LONGWORTH
16436	KAMMEL
16437	RAHAMA
16438	ZADRA; HUSSEY
16439	IZARRARAS
16440	EMPTY
16441	GOBEL
16442	FELLINGER; MANTSCH; KAMMER
16443	KAMMES; GOBEN
16444	BELCOURT; ELLYSON; ARRIGO
16445	EMPTY
16446	EMPTY
16447	GOBER
16448	EMPTY
16449	MACCORMACK
16450	EMPTY
16451	EMPTY
16452	MARITNEZ; RAYMAN
16453	EMPTY
16454	EMPTY
16455	REIDEL
16456	EMPTY
16457	EMPTY
16458	EMPTY
16459	EMPTY
16460	CAMERINO
16461	ADAMCIK; BONFIELD; REIDER
16462	BERKEN; WINGROVE
16463	GOSDEN; MCKINNON
16464	EMPTY
16465	HATADA
16466	EMPTY
16467	EMPTY
16468	BURKA
16469	LIZAK
16470	BEKERMAN; MIGLIACCIO
16471	EMPTY
16472	BURKE
16473	BERKEY
16474	EMPTY
16475	EMPTY
16476	BONOW; BURKI
16477	AGGARWAL
16478	MARTINETTI; GUDGEL
16479	EMPTY
16480	LENNINGTON; RIBACK; KITCH
16481	BECKERDITE; MAZER; RAUSCHER
16482	EMPTY
16483	EMPTY
16484	MARTINETTO; BHARDWAJ; GUDGER
16485	SKALLA; SEDLACEK
16486	ROMAINE; BURKS
16487	EMPTY
16488	MAZEY
16489	EMPTY
16490	EMPTY
16491	EMPTY
16492	KANIA
16493	EMPTY
16494	VUOLO
16495	TOTTY
16496	WACHTEL
16497	PLOCICA
16498	EMPTY
16499	BRAMUCHI; SURRA
16500	EMPTY
16501	EMPTY
16502	WACHTER
16503	BIRONAS
16504	EMPTY
16505	BULARZ; JILLSON; JINES
16506	EMPTY
16507	EMPTY
16508	LINDABURY
16509	VARCOE
16510	KANIS; ARTIGA
16511	EMPTY
16512	TOVIAS
16513	EMPTY
16514	PERNOD
16515	WEITZE
16516	DREUITT
16517	EMPTY
16518	EMPTY
16519	EMPTY
16520	BOMSTAD
16521	HERRITT; BRYNTESON; KLAAS
16522	EMPTY
16523	STROHMEIER; POMERLEAU
16524	GOUGE
16525	EMPTY
16526	AUSDEMORE; HARGETT
16527	MARCHIO; GOUGH
16528	GIANCASPRO; POORTINGA; DYKES
16529	LEVEE
16530	EMPTY
16531	ASCENSIO
16532	EMPTY
16533	METOXEN; NEMAN
16534	EMPTY
16535	KINNION; KOLLMORGEN; GARDINER
16536	LEVEL
16537	EMPTY
16538	LEVEN
16539	CLEGHORN
16540	EMPTY
16541	BEARSE; RELYEA
16542	LEVER
16543	EMPTY
16544	EMPTY
16545	EMPTY
16546	BETKER; HOFER
16547	EMPTY
16548	EMPTY
16549	LEVEY
16550	YARWOOD
16551	EMPTY
16552	SATHRE
16553	EMPTY
16554	BAYLIS
16555	EMPTY
16556	RUZICH
16557	EMPTY
16558	COSTANTINI
16559	LANGFELDT
16560	DEBAECKE; HELANDER; WALRATH; CHAPDELAINE
16561	EMPTY
16562	KOWALD
16563	HOLLIBAUGH
16564	COSTANTINO
16565	SCHEIDEGGER
16566	GONSKA; CORON; ALVERNAZ; WESTPHAL
16567	LENLING; HEBERLING
16568	VITANIEMI
16569	DREKA
16570	KOWALL; OZMINKOWSKI; PORTRUM
16571	DIPINTO; PHILYAW
16572	FEUSIER; GAVILANES
16573	EMPTY
16574	EMPTY
16575	EMPTY
16576	DOXBECK
16577	ESCARENO
16578	EMPTY
16579	EMPTY
16580	EMPTY
16581	EMPTY
16582	EMPTY
16583	KORNBAU; LEDINGHAM
16584	EMPTY
16585	EMPTY
16586	BOAMAH; TYLWALK; CULPEPPER
16587	EMPTY
16588	EMPTY
16589	EMPTY
16590	KELLAM
16591	CERISE; KELLAN
16592	EMPTY
16593	KNAAK
16594	DEMERCHANT
16595	TIMMERMANN; DEPUE; KELLAR
16596	EMPTY
16597	EMPTY
16598	VERDIN
16599	EMPTY
16600	NASELLI; TIMMERMANS
16601	TZENG; DAMPIER
16602	YEISLEY; CLYMAN; COMBEST; KOVAC
16603	MENTNECH
16604	LARIN
16605	KALKA
16606	EMPTY
16607	EMPTY
16608	ESKIN
16609	LARIS
16610	GRAUGHARD
16611	KOVAL
16612	CUTCHINS
16613	BLASETTI; FIERRA
16614	EMPTY
16615	SULOUFF; DEPUY
16616	EMPTY
16617	KOVAR
16618	MABRAY
16619	EMPTY
16620	BATTENFIELD
16621	PREEDOM
16622	RUSCIO; SHOLLER
16623	EMPTY
16624	GINDLESPERGER
16625	EMPTY
16626	EMPTY
16627	OLUBUNMI; HARTRANFT; FIERRO
16628	EMPTY
16629	EMPTY
16630	THRESS
16631	DEITERS; MARKLEY
16632	LOERWALD; BENEKE
16633	KIRTNER; JARRELLS
16634	EMPTY
16635	EMPTY
16636	KARMEL
16637	EMPTY
16638	RENYER; MACRAE
16639	SENAVANH
16640	ROMANDIA
16641	BOULERICE
16642	EMPTY
16643	EMPTY
16644	LENHERR
16645	HATHORN
16646	HODGE
16647	CORDAS; EBERTH; LENNING; YOSHIMURA
16648	ETKIN; MEZEY
16649	CHISUM
16650	EMPTY
16651	EMPTY
16652	EMPTY
16653	BYLUND
16654	EMPTY
16655	RENDEL; FINCHAM
16656	THI
16657	HELGAGER; FROID; LAPEYROLERIE
16658	EBERTS
16659	EMPTY
16660	WOESTER
16661	RENDER
16662	KENIK; TURPIANO
16663	EMPTY
16664	USERY
16665	SAUVEUR
16666	EMPTY
16667	TROMBINO
16668	FROIO; THU
16669	MCELVANY; WHITEFORD; SKELLY
16670	EMPTY
16671	HUYSER
16672	BUVENS; THY
16673	BISCHKE
16674	EMPTY
16675	EMPTY
16676	EMPTY
16677	FURUBOTTEN
16678	PASCH
16679	EMPTY
16680	EMPTY
16681	CUNNICK
16682	EMPTY
16683	EMPTY
16684	GULICK
16685	PASCO
16686	ERIKS
16687	EMPTY
16688	CARTLAND; BERGIN
16689	EMPTY
16690	QUAILE
16691	EMPTY
16692	CAMIDGE; RAHOCHE; MADRAS; DEMATTOS
16693	CRISCILLIS; KOONTZ
16694	EMPTY
16695	ESKRIDGE
16696	EMPTY
16697	EMPTY
16698	MADRAY; TURLICH
16699	BLITCH
16700	GARRIOTT
16701	NORTHINGTON
16702	EMPTY
16703	DECLET; SHIPTON
16704	QUAILS
16705	LUMUKANDA
16706	EMPTY
16707	AFFOLTER; PLOEGER
16708	MAVIS
16709	EMPTY
16710	SONOSKI; VOGTS; LEOPOLD
16711	EMPTY
16712	BODMAN; VORWALD
16713	EMPTY
16714	GIERNOTH; PANOZZO
16715	HEYMANN
16716	EMPTY
16717	EMPTY
16718	PHEASANT
16719	EMPTY
16720	KOTCH
16721	EMPTY
16722	EMPTY
16723	OVERHOLSER
16724	EMPTY
16725	EMPTY
16726	EMPTY
16727	EMPTY
16728	TULLAR; ENZOR
16729	EMPTY
16730	EMPTY
16731	EMPTY
16732	EMPTY
16733	CUNLIFFE; ILLINGWORTH
16734	KILCOYNE; GORSKI
16735	TRUCCHI; LARDIERI
16736	HOWIE
16737	LENEAVE
16738	EMPTY
16739	EMPTY
16740	GLOMB; HA
16741	TRIMIS; STASTNY
16742	POCHINTESTA
16743	EMPTY
16744	KRISHNA; HE
16745	JONES
16746	JADOO; JACKOWSKI
16747	SKILLOM; AINSLEY
16748	EMPTY
16749	DANDRADE
16750	GALLARGO; GORSKY
16751	EMPTY
16752	KRIETE
16753	EMPTY
16754	JURAN; ROMBERG; VENSON; HO
16755	VINCIGUERRA; BRUMMITT; MEJORADO
16756	COMTOIS
16757	FOUGERE
16758	EMPTY
16759	DARSCH; JURAS; WHITEHORN
16760	HU
16761	EMPTY
16762	EMPTY
16763	BUSARD
16764	HY
16765	JURAY; MATLACK
16766	EMPTY
16767	EMPTY
16768	HOBIN
16769	EMPTY
16770	AHAL
16771	EMPTY
16772	EMPTY
16773	EMPTY
16774	METZGAR
16775	EMPTY
16776	EMPTY
16777	EMPTY
16778	EMPTY
16779	SCHUPBACH
16780	EMPTY
16781	EMPTY
16782	DEBENHAM
16783	DRAFFEN; PINION
16784	SALSEDO
16785	BENBERRY
16786	EMPTY
16787	EMPTY
16788	MIZEE; DEELEY
16789	POWROZNIK; SALATINO; STAFFORD
16790	RAHAL
16791	MUENCH
16792	TSCRIOUS
16793	EMPTY
16794	EMPTY
16795	WENCLAWIAK
16796	EMPTY
16797	EMPTY
16798	EMPTY
16799	PREMER; TORAIN
16800	ADLOFF
16801	MIZER; OLDFIELD
16802	GEISE
16803	EMPTY
16804	EMPTY
16805	MAULDING; LAPEYROUSE
16806	NAZIR; HARNETT
16807	EMPTY
16808	MURRIEL; OLESEN
16809	DEMOURA
16810	DIGEORGIO; MILOSEVIC; CROFFORD; LIEDTKE; DOWELL
16811	EMPTY
16812	BHAN
16813	EMPTY
16814	EMPTY
16815	LANGEVIN
16816	MAGRAW; CRILEY; KUNDLA; GEISS
16817	MATKO; GEIST
16818	TONZI; BHAT; WILCOXON
16819	CASEMAN
16820	EMPTY
16821	EMPTY
16822	EMPTY
16823	EMPTY
16824	EMPTY
16825	MARPLES
16826	ROLLEND; ARMFIELD
16827	ADLEMAN
16828	BURTTS; DEWATERS; MCBEAN
16829	EMPTY
16830	EMPTY
16831	DOTTERWEICH; SANDELL
